e,50365.30500000001
 ,50465.490000000005
t,50565.36000000001
o,50682.270000000004
o,50823.255000000005
 ,50942.08
m,51075.37000000001
a,51193.71000000001
n,51259.3
y,51446.545000000006
 ,51568.850000000006
d,51708.79000000001
i,51802.475
f,51924.98
f,52104.73
i,52215.485
c,52345.185
u,52445.495
l,52557.995
t,52664.50000000001
 ,52764.520000000004
w,53198.62
o,53309.90000000001
r,53398.340000000004
d,53558.280000000006
s,53658.32000000001
 ,53779.87
i,54024.37
n,54097.36
 ,54258.57000000001
i,54388.005000000005
t,54461.155000000006
 ,54642.39000000001
a,54869.020000000004
l,54978.89000000001
t,55107.21
h,55230.495
o,55404.34500000001
u,55525.815
g,55739.845
h,55835.685000000005
 ,55988.86
i,56109.895000000004
 ,56216.450000000004
t,56298.32000000001
h,56365.405000000006
i,56457.76000000001
n,56619.100000000006
k,56674.165
 ,56862.990000000005
t,57178.935000000005
h,57293.295000000006
a,57363.575000000004
t,57419.88500000001
 ,57525.605
i,57681.105
 ,57797.125
i,58012.12500000001
g,58123.905000000006
h,58217.71000000001
t,58306.775
 ,58396.29000000001
s,58514.89000000001
t,58598.29000000001
a,58716.385
r,58805.73500000001
t,58988.065
 ,59077.28
m,59197.29
a,59544.590000000004
k,59676.30500000001
i,59862.73
n,59930.01
g,60046.045000000006
 ,60117.01000000001
i,60261.96
t,60352.670000000006
 ,60478.84500000001
h,60646.575000000004
a,60755.29
r,60795.350000000006
d,60929.135
 ,61056.86000000001
b,61234.280000000006
y,61333.29000000001
 ,61538.89
i,61718.4
n,61781.37500000001
c,61918.715000000004
l,62101.73500000001
u,62201.005000000005
d,62316.23
i,62442.725000000006
n,62509.755000000005
g,62598.69500000001
 ,62660.63500000001
s,62813.815
o,62897.33
m,62972.935000000005
e,63050.365000000005
 ,63151.505000000005
m,63233.715000000004
o,63294.535
r,63383.59500000001
e,63452.630000000005
 ,63544.07000000001
d,63730.145000000004
i,63818.23000000001
f,63932.700000000004
f,64113.685000000005
i,64240.380000000005
c,64415.91000000001
u,64558.44
l,64648.57000000001
t,64793.23500000001
 ,64919.195
l,65081.090000000004
e,65190.12500000001
t,65337.44
t,65534.95500000001
e,65695.77500000001
r,65790.245
s,66082.705
 ,66243.07500000001
i,66707.465
m,66829.17
 ,67136.685
t,67612.45500000002
y,67722.06
p,67844.74500000001
i,67961.03000000001
n,68043.89
g,68170.45
 ,68303.75000000001
p,69078.05
r,69188.18000000001
e,69261.27500000001
t,69442.79000000001
t,69595.945
y,69692.8
 ,69803.875
q,69939.7
u,70069.89
i,70127.225
c,70249.39
k,70394.925
l,70547.475
y,70676.46500000001
s,70964.28
o,72293.98000000001
 ,72514.73
f,73029.445
o,73134.475
r,73266.36
g,73483.265
i,73582.59500000002
v,73685.57
e,73876.54000000001
 ,73998.095
m,74191.42000000001
e,74301.645
 ,74435.725
f,74605.89
o,74711.46500000001
r,74809.695
 ,74897.59000000001
a,75064.1
n,75148.93500000001
y,75318.13500000001
 ,75400.77500000001
m,75561.085
i,75638.06500000002
s,75705.255
t,75776.18000000001
a,75889.38500000001
k,75984.965
e,76068.6
 ,76167.045
i,76435.035
 ,76768.84000000001
t,76909.335
h,77039.145
i,77106.87
n,77257.11000000002
k,77308.32500000001
 ,77446.97
t,77518.90000000001
h,77613.545
a,77659.90000000001
t,77736.40000000001
 ,77820.96
i,77933.675
 ,78022.51000000001
w,78124.12000000001
i,78203.8
l,78384.65000000001
l,78529.48500000002
 ,78628.5
n,78749.00000000001
o,78831.87000000001
t,78976.785
 ,79114.65000000001
j,79261.755
u,79429.05500000001
s,79518.57
t,79573.52500000001
 ,79666.40000000001
t,79807.20000000001
e,79873.55
l,79973.08000000002
l,80117.42000000001
 ,80314.725
y,80450.975
o,80599.62
u,80692.92
 ,80820.65
a,81071.725
 ,81204.54500000001
s,81516.02500000001
t,81593.65500000001
o,81694.48000000001
r,81822.43000000001
y,81904.56
 ,82017.03
a,82134.18000000001
b,82282.685
o,82412.085
u,82497.865
t,83055.86000000002
 ,83214.71
t,83394.80500000001
h,83542.285
e,83624.79500000001
 ,84008.155
t,84220.76000000001
i,84400.17
m,84473.32
e,84566.045
 ,84652.66500000001
i,84870.27
 ,84984.88
w,85206.36
e,85326.535
n,85444.21
t,85530.57
 ,85633.57500000001
t,86993.57
o,87116.035
 ,87335.59000000001
t,87566.73000000001
h,88426.065
e,88589.05
 ,88688.70500000002
z,88935.815
o,89056.31500000002
o,89224.40000000001
 ,89500.24
a,89932.02500000001
n,90027.94
d,90173.585
 ,90230.32
